time_s,x_m,y_m,vx_m_s,vy_m_s
0.489000,-1.113288,0.815583,0.208456,0.163721
0.490000,-1.113081,0.815749,0.206735,0.165140
0.491000,-1.112876,0.815915,0.205028,0.166548
0.492000,-1.112673,0.816083,0.203333,0.167945
0.493000,-1.112471,0.816252,0.201653,0.169330
0.494000,-1.112271,0.816423,0.199985,0.170704
0.495000,-1.112073,0.816595,0.198331,0.172068
0.496000,-1.111876,0.816769,0.196690,0.173420
0.497000,-1.111681,0.816943,0.195063,0.174760
0.498000,-1.111488,0.817120,0.193449,0.176090
0.499000,-1.111296,0.817297,0.191848,0.177409
0.500000,-1.111106,0.817476,0.190260,0.178716
0.501000,-1.110917,0.817656,0.188686,0.180013
0.502000,-1.110730,0.817837,0.187125,0.181298
0.503000,-1.110544,0.818020,0.185577,0.182573
0.504000,-1.110360,0.818203,0.184042,0.183836
0.505000,-1.110178,0.818388,0.182521,0.185089
0.506000,-1.109997,0.818575,0.181012,0.186330
0.507000,-1.109817,0.818762,0.179517,0.187561
0.508000,-1.109639,0.818951,0.178035,0.188781
0.509000,-1.109463,0.819141,0.176566,0.189990
0.510000,-1.109288,0.819332,0.175110,0.191188
0.511000,-1.109114,0.819525,0.173666,0.192376
0.512000,-1.108942,0.819718,0.172236,0.193552
0.513000,-1.108771,0.819913,0.170819,0.194718
0.514000,-1.108601,0.820109,0.169415,0.195874
0.515000,-1.108433,0.820306,0.168024,0.197018
0.515625,-1.108267,0.820504,0.166645,0.198152
0.516000,-1.108267,0.820504,0.166645,0.198152
0.517000,-1.108102,0.820703,0.165280,0.199275
0.518000,-1.107938,0.820904,0.163927,0.200388
0.519000,-1.107775,0.821105,0.162587,0.201490
0.520000,-1.107614,0.821308,0.161260,0.202582
0.521000,-1.107454,0.821511,0.159946,0.203663
0.522000,-1.107295,0.821716,0.158644,0.204734
0.523000,-1.107138,0.821922,0.157356,0.205794
0.524000,-1.106982,0.822129,0.156079,0.206844
0.525000,-1.106827,0.822337,0.154816,0.207883
0.526000,-1.106673,0.822546,0.153565,0.208912
0.527000,-1.106521,0.822755,0.152326,0.209931
0.528000,-1.106370,0.822966,0.151100,0.210939
0.529000,-1.106220,0.823178,0.149887,0.211937
0.530000,-1.106071,0.823391,0.148686,0.212925
0.531000,-1.105924,0.823605,0.147498,0.213903
0.531250,-1.105778,0.823820,0.146321,0.214871
0.532000,-1.105778,0.823820,0.146321,0.214871
0.533000,-1.105632,0.824036,0.145158,0.215828
0.534000,-1.105488,0.824253,0.144006,0.216775
0.535000,-1.105345,0.824470,0.142867,0.217713
0.536000,-1.105204,0.824689,0.141741,0.218640
0.537000,-1.105063,0.824909,0.140626,0.219557
0.538000,-1.104924,0.825129,0.139524,0.220465
0.539000,-1.104785,0.825350,0.138434,0.221362
0.540000,-1.104648,0.825573,0.137356,0.222249
0.541000,-1.104512,0.825796,0.136290,0.223127
0.542000,-1.104376,0.826020,0.135236,0.223995
0.543000,-1.104242,0.826245,0.134194,0.224853
0.544000,-1.104109,0.826470,0.133164,0.225701
0.545000,-1.103977,0.826697,0.132146,0.226540
0.546000,-1.103846,0.826924,0.131140,0.227369
0.546875,-1.103715,0.827152,0.130146,0.228188
0.547000,-1.103715,0.827152,0.130146,0.228188
0.548000,-1.103586,0.827381,0.129164,0.228997
0.549000,-1.103458,0.827611,0.128194,0.229797
0.550000,-1.103331,0.827842,0.127235,0.230588
0.551000,-1.103205,0.828073,0.126288,0.231369
0.552000,-1.103079,0.828305,0.125353,0.232140
0.553000,-1.102955,0.828538,0.124429,0.232902
0.554000,-1.102831,0.828772,0.123517,0.233655
0.555000,-1.102709,0.829006,0.122616,0.234398
0.556000,-1.102587,0.829241,0.121727,0.235132
0.557000,-1.102466,0.829477,0.120850,0.235857
0.558000,-1.102346,0.829714,0.119984,0.236572
0.559000,-1.102227,0.829951,0.119129,0.237278
0.560000,-1.102109,0.830189,0.118286,0.237975
0.561000,-1.101991,0.830428,0.117454,0.238663
0.562000,-1.101875,0.830667,0.116633,0.239342
0.562500,-1.101759,0.830907,0.115824,0.240011
0.563000,-1.101759,0.830907,0.115824,0.240011
0.564000,-1.101644,0.831148,0.115025,0.240672
0.565000,-1.101530,0.831389,0.114238,0.241323
0.566000,-1.101416,0.831631,0.113462,0.241966
0.567000,-1.101303,0.831874,0.112697,0.242600
0.568000,-1.101191,0.832117,0.111943,0.243225
0.569000,-1.101080,0.832361,0.111200,0.243841
0.570000,-1.100970,0.832605,0.110468,0.244448
0.571000,-1.100860,0.832850,0.109747,0.245046
0.572000,-1.100751,0.833096,0.109036,0.245636
0.573000,-1.100643,0.833342,0.108337,0.246217
0.574000,-1.100535,0.833589,0.107648,0.246790
0.575000,-1.100428,0.833836,0.106970,0.247353
0.576000,-1.100322,0.834084,0.106302,0.247908
0.577000,-1.100216,0.834333,0.105645,0.248455
0.578000,-1.100111,0.834582,0.104999,0.248993
0.578125,-1.100007,0.834831,0.104363,0.249523
0.579000,-1.100007,0.834831,0.104363,0.249523
0.580000,-1.099903,0.835081,0.103738,0.250044
0.581000,-1.099800,0.835332,0.103123,0.250557
0.582000,-1.099697,0.835583,0.102519,0.251062
0.583000,-1.099595,0.835834,0.101924,0.251558
0.584000,-1.099494,0.836086,0.101340,0.252046
0.585000,-1.099393,0.836339,0.100767,0.252526
0.586000,-1.099293,0.836592,0.100203,0.252997
0.587000,-1.099193,0.836845,0.099650,0.253460
0.588000,-1.099094,0.837099,0.099107,0.253916
0.589000,-1.098996,0.837354,0.098574,0.254363
0.590000,-1.098898,0.837608,0.098050,0.254802
0.591000,-1.098800,0.837864,0.097537,0.255233
0.592000,-1.098703,0.838119,0.097034,0.255657
0.593000,-1.098607,0.838375,0.096540,0.256072
0.593750,-1.098511,0.838632,0.096057,0.256479
0.594000,-1.098511,0.838632,0.096057,0.256479
0.595000,-1.098415,0.838889,0.095583,0.256879
0.596000,-1.098320,0.839146,0.095119,0.257271
0.597000,-1.098225,0.839404,0.094664,0.257655
0.598000,-1.098131,0.839662,0.094220,0.258031
0.599000,-1.098037,0.839920,0.093784,0.258400
0.600000,-1.097944,0.840179,0.093359,0.258761
0.601000,-1.097851,0.840438,0.092942,0.259114
0.602000,-1.097758,0.840697,0.092535,0.259460
0.603000,-1.097666,0.840957,0.092138,0.259798
0.604000,-1.097574,0.841217,0.091750,0.260129
0.605000,-1.097483,0.841478,0.091371,0.260453
0.606000,-1.097392,0.841739,0.091001,0.260769
0.607000,-1.097301,0.842000,0.090641,0.261077
0.608000,-1.097211,0.842261,0.090290,0.261379
0.609000,-1.097121,0.842523,0.089948,0.261673
0.609375,-1.097032,0.842785,0.089615,0.261959
0.610000,-1.097032,0.842785,0.089615,0.261959
0.611000,-1.096942,0.843047,0.089290,0.262239
0.612000,-1.096853,0.843309,0.088975,0.262511
0.613000,-1.096765,0.843572,0.088669,0.262776
0.614000,-1.096676,0.843835,0.088372,0.263035
0.615000,-1.096588,0.844099,0.088083,0.263286
0.616000,-1.096500,0.844362,0.087803,0.263530
0.617000,-1.096413,0.844626,0.087532,0.263767
0.618000,-1.096326,0.844890,0.087269,0.263997
0.619000,-1.096239,0.845154,0.087016,0.264220
0.620000,-1.096152,0.845418,0.086770,0.264436
0.621000,-1.096065,0.845683,0.086533,0.264646
0.622000,-1.095979,0.845948,0.086305,0.264849
0.623000,-1.095893,0.846213,0.086085,0.265045
0.624000,-1.095807,0.846478,0.085874,0.265234
0.625000,-1.095721,0.846744,0.085670,0.265416
0.626000,-1.095636,0.847009,0.085475,0.265592
0.627000,-1.095551,0.847275,0.085289,0.265762
0.628000,-1.095465,0.847541,0.085110,0.265924
0.629000,-1.095381,0.847807,0.084940,0.266081
0.630000,-1.095296,0.848073,0.084777,0.266230
0.631000,-1.095211,0.848340,0.084623,0.266374
0.632000,-1.095127,0.848606,0.084476,0.266511
0.633000,-1.095042,0.848873,0.084338,0.266641
0.634000,-1.094958,0.849140,0.084207,0.266765
0.635000,-1.094874,0.849406,0.084085,0.266883
0.636000,-1.094790,0.849673,0.083970,0.266995
0.637000,-1.094706,0.849941,0.083863,0.267100
0.638000,-1.094622,0.850208,0.083763,0.267199
0.639000,-1.094539,0.850475,0.083671,0.267292
0.640000,-1.094455,0.850742,0.083587,0.267379
0.640625,-1.094372,0.851010,0.083511,0.267460
0.641000,-1.094372,0.851010,0.083511,0.267460
0.642000,-1.094288,0.851277,0.083442,0.267535
0.643000,-1.094205,0.851545,0.083380,0.267603
0.644000,-1.094122,0.851813,0.083326,0.267666
0.645000,-1.094038,0.852080,0.083279,0.267723
0.646000,-1.093955,0.852348,0.083239,0.267774
0.647000,-1.093872,0.852616,0.083207,0.267819
0.648000,-1.093789,0.852884,0.083182,0.267858
0.649000,-1.093705,0.853152,0.083164,0.267891
0.650000,-1.093622,0.853420,0.083154,0.267919
0.651000,-1.093539,0.853688,0.083150,0.267941
0.652000,-1.093456,0.853956,0.083153,0.267957
0.653000,-1.093373,0.854223,0.083164,0.267967
0.654000,-1.093290,0.854491,0.083181,0.267972
0.655000,-1.093206,0.854759,0.083206,0.267972
0.656000,-1.093123,0.855027,0.083237,0.267965
0.656250,-1.093040,0.855295,0.083275,0.267954
0.657000,-1.093040,0.855295,0.083275,0.267954
0.658000,-1.092957,0.855563,0.083320,0.267936
0.659000,-1.092873,0.855831,0.083372,0.267914
0.660000,-1.092790,0.856099,0.083430,0.267886
0.661000,-1.092706,0.856367,0.083495,0.267852
0.662000,-1.092623,0.856635,0.083566,0.267813
0.663000,-1.092539,0.856903,0.083645,0.267769
0.664000,-1.092455,0.857170,0.083729,0.267719
0.665000,-1.092372,0.857438,0.083820,0.267665
0.666000,-1.092288,0.857706,0.083918,0.267605
0.667000,-1.092204,0.857973,0.084022,0.267540
0.668000,-1.092119,0.858241,0.084132,0.267469
0.669000,-1.092035,0.858508,0.084249,0.267394
0.670000,-1.091951,0.858775,0.084372,0.267313
0.671000,-1.091866,0.859042,0.084501,0.267228
0.671875,-1.091782,0.859310,0.084636,0.267137
0.672000,-1.091782,0.859310,0.084636,0.267137
0.673000,-1.091697,0.859577,0.084778,0.267041
0.674000,-1.091612,0.859844,0.084925,0.266941
0.675000,-1.091527,0.860110,0.085079,0.266835
0.676000,-1.091442,0.860377,0.085239,0.266725
0.677000,-1.091356,0.860644,0.085404,0.266610
0.678000,-1.091271,0.860910,0.085576,0.266490
0.679000,-1.091185,0.861177,0.085753,0.266365
0.680000,-1.091099,0.861443,0.085937,0.266235
0.681000,-1.091013,0.861709,0.086126,0.266101
0.682000,-1.090927,0.861975,0.086321,0.265961
0.683000,-1.090840,0.862241,0.086522,0.265818
0.684000,-1.090753,0.862506,0.086728,0.265669
0.685000,-1.090666,0.862772,0.086940,0.265516
0.686000,-1.090579,0.863037,0.087158,0.265358
0.687000,-1.090492,0.863302,0.087381,0.265196
0.687500,-1.090404,0.863567,0.087610,0.265029
0.688000,-1.090404,0.863567,0.087610,0.265029
0.689000,-1.090316,0.863832,0.087844,0.264858
0.690000,-1.090228,0.864097,0.088084,0.264682
0.691000,-1.090140,0.864362,0.088329,0.264502
0.692000,-1.090051,0.864626,0.088580,0.264317
0.693000,-1.089963,0.864890,0.088836,0.264128
0.694000,-1.089873,0.865154,0.089097,0.263935
0.695000,-1.089784,0.865418,0.089363,0.263737
0.696000,-1.089694,0.865681,0.089635,0.263535
0.697000,-1.089605,0.865944,0.089912,0.263329
0.698000,-1.089514,0.866208,0.090195,0.263118
0.699000,-1.089424,0.866471,0.090482,0.262904
0.700000,-1.089333,0.866733,0.090774,0.262685
0.701000,-1.089242,0.866996,0.091072,0.262462
0.702000,-1.089151,0.867258,0.091374,0.262235
0.703000,-1.089059,0.867520,0.091682,0.262003
0.703125,-1.088967,0.867782,0.091994,0.261768
0.704000,-1.088967,0.867782,0.091994,0.261768
0.705000,-1.088875,0.868043,0.092312,0.261528
0.706000,-1.088782,0.868304,0.092634,0.261285
0.707000,-1.088689,0.868566,0.092961,0.261038
0.708000,-1.088596,0.868826,0.093293,0.260786
0.709000,-1.088502,0.869087,0.093630,0.260531
0.710000,-1.088408,0.869347,0.093972,0.260272
0.711000,-1.088314,0.869607,0.094318,0.260008
0.712000,-1.088219,0.869867,0.094669,0.259741
0.713000,-1.088124,0.870126,0.095025,0.259471
0.714000,-1.088029,0.870386,0.095385,0.259196
0.715000,-1.087933,0.870644,0.095750,0.258918
0.716000,-1.087837,0.870903,0.096119,0.258635
0.717000,-1.087740,0.871161,0.096493,0.258349
0.718000,-1.087644,0.871419,0.096872,0.258060
0.718750,-1.087546,0.871677,0.097255,0.257767
0.719000,-1.087546,0.871677,0.097255,0.257767
0.720000,-1.087449,0.871935,0.097642,0.257470
0.721000,-1.087351,0.872192,0.098034,0.257169
0.722000,-1.087252,0.872449,0.098430,0.256865
0.723000,-1.087153,0.872705,0.098830,0.256557
0.724000,-1.087054,0.872962,0.099235,0.256246
0.725000,-1.086954,0.873217,0.099644,0.255931
0.726000,-1.086854,0.873473,0.100057,0.255613
0.727000,-1.086754,0.873728,0.100475,0.255291
0.728000,-1.086653,0.873983,0.100896,0.254966
0.729000,-1.086552,0.874238,0.101322,0.254637
0.730000,-1.086450,0.874492,0.101752,0.254305
0.731000,-1.086348,0.874746,0.102186,0.253969
0.732000,-1.086245,0.875000,0.102625,0.253630
0.733000,-1.086142,0.875253,0.103067,0.253288
0.734000,-1.086039,0.875506,0.103513,0.252943
0.734375,-1.085935,0.875759,0.103963,0.252594
0.735000,-1.085935,0.875759,0.103963,0.252594
0.736000,-1.085830,0.876011,0.104417,0.252242
0.737000,-1.085725,0.876263,0.104876,0.251887
0.738000,-1.085620,0.876514,0.105338,0.251528
0.739000,-1.085514,0.876766,0.105803,0.251166
0.740000,-1.085408,0.877016,0.106273,0.250802
0.741000,-1.085301,0.877267,0.106747,0.250434
0.742000,-1.085194,0.877517,0.107224,0.250062
0.743000,-1.085086,0.877767,0.107705,0.249688
0.744000,-1.084978,0.878016,0.108190,0.249311
0.745000,-1.084869,0.878265,0.108679,0.248930
0.746000,-1.084760,0.878513,0.109171,0.248547
0.747000,-1.084651,0.878761,0.109667,0.248160
0.748000,-1.084540,0.879009,0.110167,0.247771
0.749000,-1.084430,0.879257,0.110670,0.247379
0.750000,-1.084319,0.879504,0.111177,0.246983
0.751000,-1.084207,0.879750,0.111687,0.246585
0.752000,-1.084095,0.879996,0.112201,0.246184
0.753000,-1.083982,0.880242,0.112718,0.245780
0.754000,-1.083869,0.880488,0.113239,0.245373
0.755000,-1.083755,0.880733,0.113763,0.244963
0.756000,-1.083641,0.880977,0.114291,0.244550
0.757000,-1.083526,0.881221,0.114822,0.244135
0.758000,-1.083410,0.881465,0.115357,0.243717
0.759000,-1.083295,0.881708,0.115895,0.243296
0.760000,-1.083178,0.881951,0.116436,0.242872
0.761000,-1.083061,0.882194,0.116981,0.242446
0.762000,-1.082944,0.882436,0.117528,0.242016
0.763000,-1.082826,0.882677,0.118080,0.241585
0.764000,-1.082707,0.882918,0.118634,0.241150
0.765000,-1.082588,0.883159,0.119192,0.240713
0.765625,-1.082468,0.883399,0.119752,0.240274
0.766000,-1.082468,0.883399,0.119752,0.240274
0.767000,-1.082348,0.883639,0.120316,0.239831
0.768000,-1.082227,0.883878,0.120884,0.239386
0.769000,-1.082105,0.884117,0.121454,0.238939
0.770000,-1.081983,0.884356,0.122027,0.238489
0.771000,-1.081861,0.884594,0.122604,0.238037
0.772000,-1.081737,0.884832,0.123183,0.237582
0.773000,-1.081614,0.885069,0.123766,0.237124
0.774000,-1.081489,0.885305,0.124352,0.236664
0.775000,-1.081364,0.885542,0.124940,0.236202
0.776000,-1.081239,0.885777,0.125532,0.235737
0.777000,-1.081113,0.886013,0.126126,0.235270
0.778000,-1.080986,0.886247,0.126724,0.234801
0.779000,-1.080859,0.886482,0.127324,0.234329
0.780000,-1.080731,0.886716,0.127928,0.233854
0.781000,-1.080602,0.886949,0.128534,0.233378
0.781250,-1.080473,0.887182,0.129143,0.232899
0.782000,-1.080473,0.887182,0.129143,0.232899
0.783000,-1.080343,0.887414,0.129755,0.232418
0.784000,-1.080213,0.887646,0.130369,0.231935
0.785000,-1.080082,0.887878,0.130987,0.231449
0.786000,-1.079950,0.888109,0.131607,0.230961
0.787000,-1.079818,0.888339,0.132230,0.230471
0.788000,-1.079685,0.888569,0.132856,0.229979
0.789000,-1.079552,0.888798,0.133484,0.229484
0.790000,-1.079418,0.889027,0.134115,0.228988
0.791000,-1.079283,0.889256,0.134749,0.228489
0.792000,-1.079148,0.889484,0.135386,0.227988
0.793000,-1.079012,0.889711,0.136025,0.227485
0.794000,-1.078875,0.889938,0.136667,0.226980
0.795000,-1.078738,0.890165,0.137311,0.226473
0.796000,-1.078600,0.890391,0.137958,0.225964
0.796875,-1.078461,0.890616,0.138607,0.225453
0.797000,-1.078461,0.890616,0.138607,0.225453
0.798000,-1.078322,0.890841,0.139259,0.224940
0.799000,-1.078182,0.891066,0.139914,0.224425
0.800000,-1.078041,0.891290,0.140571,0.223908
0.801000,-1.077900,0.891513,0.141230,0.223389
0.802000,-1.077758,0.891736,0.141892,0.222868
0.803000,-1.077616,0.891958,0.142556,0.222345
0.804000,-1.077472,0.892180,0.143223,0.221820
0.805000,-1.077328,0.892401,0.143892,0.221293
0.806000,-1.077184,0.892622,0.144564,0.220765
0.807000,-1.077039,0.892842,0.145238,0.220234
0.808000,-1.076893,0.893062,0.145914,0.219702
0.809000,-1.076746,0.893281,0.146593,0.219168
0.810000,-1.076599,0.893500,0.147274,0.218632
0.811000,-1.076451,0.893718,0.147957,0.218095
0.812000,-1.076302,0.893935,0.148642,0.217555
0.812500,-1.076153,0.894152,0.149330,0.217014
0.813000,-1.076153,0.894152,0.149330,0.217014
0.814000,-1.076003,0.894369,0.150020,0.216471
0.815000,-1.075852,0.894585,0.150712,0.215927
0.816000,-1.075701,0.894800,0.151407,0.215380
0.817000,-1.075549,0.895015,0.152103,0.214832
0.818000,-1.075396,0.895229,0.152802,0.214283
0.819000,-1.075242,0.895443,0.153503,0.213732
0.820000,-1.075088,0.895656,0.154206,0.213179
0.821000,-1.074933,0.895869,0.154911,0.212624
0.822000,-1.074778,0.896081,0.155619,0.212068
0.823000,-1.074621,0.896292,0.156328,0.211511
0.824000,-1.074464,0.896503,0.157040,0.210951
0.825000,-1.074307,0.896714,0.157753,0.210391
0.826000,-1.074148,0.896924,0.158468,0.209828
0.827000,-1.073989,0.897133,0.159186,0.209265
0.828000,-1.073829,0.897342,0.159906,0.208699
0.828125,-1.073668,0.897550,0.160627,0.208133
0.829000,-1.073668,0.897550,0.160627,0.208133
0.830000,-1.073507,0.897757,0.161350,0.207565
0.831000,-1.073345,0.897964,0.162076,0.206995
0.832000,-1.073182,0.898171,0.162803,0.206424
0.833000,-1.073019,0.898377,0.163532,0.205851
0.834000,-1.072854,0.898582,0.164263,0.205278
0.835000,-1.072689,0.898787,0.164996,0.204702
0.836000,-1.072524,0.898991,0.165731,0.204126
0.837000,-1.072357,0.899194,0.166468,0.203548
0.838000,-1.072190,0.899397,0.167206,0.202969
0.839000,-1.072022,0.899600,0.167947,0.202388
0.840000,-1.071853,0.899801,0.168689,0.201806
0.841000,-1.071684,0.900003,0.169433,0.201223
0.842000,-1.071514,0.900203,0.170178,0.200639
0.843000,-1.071343,0.900403,0.170925,0.200053
0.843750,-1.071171,0.900603,0.171675,0.199466
0.844000,-1.071171,0.900603,0.171675,0.199466
0.845000,-1.070999,0.900802,0.172425,0.198878
0.846000,-1.070825,0.901000,0.173178,0.198289
0.847000,-1.070652,0.901198,0.173932,0.197699
0.848000,-1.070477,0.901395,0.174688,0.197107
0.849000,-1.070301,0.901591,0.175445,0.196514
0.850000,-1.070125,0.901787,0.176204,0.195920
0.851000,-1.069948,0.901982,0.176965,0.195325
0.852000,-1.069771,0.902177,0.177727,0.194729
0.853000,-1.069592,0.902371,0.178490,0.194132
0.854000,-1.069413,0.902565,0.179256,0.193534
0.855000,-1.069233,0.902758,0.180023,0.192935
0.856000,-1.069052,0.902950,0.180791,0.192334
0.857000,-1.068870,0.903142,0.181561,0.191733
0.858000,-1.068688,0.903333,0.182332,0.191130
0.859000,-1.068505,0.903524,0.183105,0.190527
0.859375,-1.068321,0.903713,0.183879,0.189923
0.860000,-1.068321,0.903713,0.183879,0.189923
0.861000,-1.068136,0.903903,0.184655,0.189318
0.862000,-1.067951,0.904091,0.185432,0.188711
0.863000,-1.067765,0.904280,0.186210,0.188104
0.864000,-1.067578,0.904467,0.186990,0.187496
0.865000,-1.067390,0.904654,0.187771,0.186887
0.866000,-1.067201,0.904840,0.188553,0.186278
0.867000,-1.067012,0.905026,0.189337,0.185667
0.868000,-1.066822,0.905211,0.190122,0.185055
0.869000,-1.066631,0.905395,0.190909,0.184443
0.870000,-1.066439,0.905579,0.191697,0.183830
0.871000,-1.066247,0.905762,0.192485,0.183216
0.872000,-1.066054,0.905945,0.193276,0.182601
0.873000,-1.065860,0.906127,0.194067,0.181986
0.874000,-1.065665,0.906308,0.194860,0.181370
0.875000,-1.065469,0.906489,0.195653,0.180753
0.876000,-1.065273,0.906669,0.196448,0.180135
0.877000,-1.065075,0.906849,0.197244,0.179517
0.878000,-1.064877,0.907028,0.198042,0.178898
0.879000,-1.064679,0.907206,0.198840,0.178278
0.880000,-1.064479,0.907384,0.199639,0.177657
